id_natureza,codigo,glossario,nome,tipo_natureza,,
309,Art. 268 Parágrafo único do CPB,"A pena é aumentada de um terço, se o agente é funcionário da saúde pública ou exerce a profissão de médico, farmacêutico, dentista ou enfermeiro.","Infração de medida sanitária preventiva praticada por médico, farmacêutico, dentista ou enfermeiro",Tipica,,
310,Art. 269 - Caput - do CPB,Deixar o médico de denunciar à autoridade pública doença cuja notificação é compulsória:,Omissão de notificação de doença,Tipica,,
311,Art. 270 - Caput - do CPB,"Envenenar água potável, de uso comum ou particular, ou substância alimentícia ou medicinal destinada a consumo:",Envenenamento de água potável ou de substância alimentícia ou medicinal,Tipica,,
312,"Art. 270, § 1° do CPB","Está sujeito à mesma pena quem entrega a consumo ou tem em depósito, para o fim de ser distribuída, a água ou a substância envenenada.",Envenenamento de água potável ou de substância alimentícia ou medicinal - água ou substância envenenada,Tipica,,
313,"Art. 270, § 2° do CPB",Se o crime é culposo:,Envenenamento de água potável ou de substância alimentícia ou medicinal - modalidade culposa,Tipica,,
314,Art. 271 - Caput - do CPB,"Corromper ou poluir água potável, de uso comum ou particular, tornando-a imprópria para consumo ou nociva à saúde:",Corrupção ou poluição de água potável,Tipica,,
315,Art. 271 Parágrafo único do CPB,Se o crime é culposo:,Corrupção ou poluição de água potável - modalidade culposa,Tipica,,
316,Art. 272 - Caput - do CPB,"Corromper, adulterar, falsificar ou alterar substância ou produto alimentício destinado a consumo, tornando-o nociva à saúde ou reduzindo-lhe o valor nutritivo: ","Falsificação, corrupção, adulteração ou alteração de substância ou produtos alimentícios",Tipica,,
318,"Art. 272, § 1° do CPB","Está sujeito às mesmas penas quem pratica as ações previstas neste artigo em relação a bebidas, com ou sem teor alcoólico.","Falsificação, corrupção, adulteração ou alteração de substância ou produtos alimentícios - concurso de agentes - relação a bebidas, com ou sem teor alcoólico",Tipica,,
317,"Art. 272, § 1°, A do CPB","Incorre nas penas deste artigo quem fabrica, vende, expõe à venda, importa, tem em depósito para vender ou, de qualquer forma, distribui ou entrega a consumo a substância alimentícia ou o produto falsificado, corrompido ou adulterado. ","Falsificação, corrupção, adulteração ou alteração de substância ou produtos alimentícios - concurso de agentes",Tipica,,
319,"Art. 272, § 2° do CPB",Se o crime é culposo: ,"Falsificação, corrupção, adulteração ou alteração de substância ou produtos alimentícios - concurso de agentes - relação a bebidas, com ou sem teor alcoólico - modalidade culposa",Tipica,,
320,Art. 273 - Caput - do CPB,"Falsificar, corromper, adulterar ou alterar produto destinado a fins terapêuticos ou medicinais: ","Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais",Tipica,,
322,"Art. 273, § 1° A, do CPB","Falsificar, corromper, adulterar ou alterar produto destinado a fins terapêuticos ou medicinais: 1º-A - Incluem-se entre os produtos a que se refere este artigo os medicamentos, as matérias-primas, os insumos farmacêuticos, os cosméticos, os saneantes e os de uso em diagnóstico. ","Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais - insumos de produtos",Tipica,,
323,"Art. 273, § 1° B, Inc. I do CPB","Está sujeito às penas deste artigo quem pratica as ações previstas no § 1º - B em relação a produtos em qualquer das seguintes condições: I - sem registro, quando exigível, no órgão de vigilância sanitária competente; ","Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais - produto sem registro",Tipica,,
324,"Art. 273, § 1° B, Inc. II do CPB",Está sujeito às penas deste artigo quem pratica as ações previstas no § 1º - B em relação a produtos em qualquer das seguintes condições: II - em desacordo com a fórmula constante do registro previsto no inciso anterior,true,false,,
325,"Art. 273, § 1° B, Inc. III do CPB","Está sujeito às penas deste artigo quem pratica as ações previstas no § 1º - B em relação a produtos em qualquer das seguintes condições: I - sem registro, quando exigível, no órgão de vigilância sanitária competente; III - sem as características de identidade e qualidade admitidas para a sua comercialização; ","Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais - produto sem características de identidade",Tipica,,
326,"Art. 273, § 1° B, Inc. IV do CPB",Está sujeito às penas deste artigo quem pratica as ações previstas no § 1º - B em relação a produtos em qualquer das seguintes condições: IV - com redução de seu valor terapêutico ou de sua atividade,true,false,,
423,"Art. 312, § 2° do CPB",Se o funcionário concorre culposamente para o crime de outrem:,Peculato culposo,Tipica,,
327,"Art. 273, § 1° B, Inc. V do CPB",Está sujeito às penas deste artigo quem pratica as ações previstas no § 1º - B em relação a produtos em qualquer das seguintes condições: V - de procedência ignorada,true,false,,
321,"Art. 273, § 1° do CPB","Nas mesmas penas incorre quem importa, vende, expõe à venda, tem em depósito para vender ou, de qualquer forma, distribui ou entrega a consumo o produto falsificado, corrompido, adulterado ou alterado. ","Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais - concurso de agentes",Tipica,,
424,Art. 313 do CPB,"Apropriar-se de dinheiro ou qualquer utilidade que, no exercício do cargo, recebeu por erro de outrem:",Peculato mediante erro de outrem,Tipica,,
649,Art. 293 da LEI DE CRIMES ELEITORAIS,Perturbar ou impedir de qualquer forma o alistamento:,Perturbar ou impedir de qualquer forma o alistamento:,Tipica,,
378,Art. 296 Inc. II do CPB,"Falsificar, fabricando-os ou alterando-os: II-selo ou sinal atribuído por lei a entidade de direito público, ou a autoridade, ou sinal público de tabelião:",Falsificação do selo ou sinal público de tabelião,Tipica,,
328,"Art. 273, § 1°,  Inc. VI do CPB",Está sujeito às penas deste artigo quem pratica as ações previstas no § 1º - B em relação a produtos em qualquer das seguintes condições:  VI - adquiridos de estabelecimento sem licença da autoridade sanitária competente.,"Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais - produtos sem licença de autoridade sanitária",Tipica,,
329,"Art. 273, § 2° do CPB",Se o crime é culposo:,"Falsificação, corrupção, adulteração ou alteração de produto destinado a fins terapêuticos ou medicinais - concurso de agentes - modalidade culposa",Tipica,,
330,Art. 274 do CPB,"Empregar, no fabrico de produto destinado a consumo, revestimento, gaseificação artificial, matéria corante, substância aromática, antisséptica, conservadora ou qualquer outra não expressamente permitida pela legislação sanitária:",Emprego de processo proibido ou de substância não permitida,Tipica,,
331,Art. 275 do CPB,"Inculcar, em invólucro ou recipiente de produtos alimentícios, terapêuticos ou medicinais, a existência de substância que não se encontra em seu conteúdo ou que nele existe em quantidade menor que a mencionada:",Invólucro ou recipiente com falsa indicação,Tipica,,
332,Art. 276 - Caput - do CPB,"Vender, expor à venda, ter em depósito para vender ou, de qualquer forma, entregar a consumo produto nas condições dos art. 274 e 275 do CP",Produto ou substância nas condições dos dois artigos anteriores,Tipica,,
333,Art. 277 do CPB,"Vender, expor à venda, ter em depósito ou ceder substância destinada à falsificação de produtos alimentícios, terapêuticos ou medicinais",Substância destinada à falsificação,Tipica,,
334,Art. 278 - Caput - do CPB,"Fabricar, vender, expor à venda, ter em depósito para vender ou, de qualquer forma, entregar a consumo coisa ou substância nociva à saúde, ainda que não destinada à alimentação ou a fim medicinal",Outras substâncias nocivas à saúde pública,Tipica,,
335,Art. 278 Parágrafo único do CPB,Se o crime é culposo:,Outras substâncias nocivas à saúde pública - modalidade culposa,Tipica,,
336,Art. 280 - Caput - do CPB,Fornecer substância medicinal em desacordo com receita médica:,Medicamento em desacordo com receita médica,Tipica,,
337,Art. 280 Parágrafo único do CPB,Se o crime é culposo:,Medicamento em desacordo com receita médica - modalidade culposa,Tipica,,
338,Art. 282 - Caput - do CPB,"Exercer, ainda que a título gratuito, a profissão de médico, dentista ou farmacêutico, sem autorização legal ou excedendo-lhe os limites:","Exercício ilegal da medicina, arte dentária ou farmacêutica",Tipica,,
339,Art. 282 Parágrafo único do CPB,"Se o crime é praticado com o fim de lucro, aplica-se também multa.","Exercício ilegal da medicina, arte dentária ou farmacêutica - fim de lucro",Tipica,,
340,Art. 283 - Caput - do CPB,Inculcar ou anunciar cura por meio secreto ou infalível:,"Charlatanismo ""caput""",Tipica,,
341,"Art. 284, Inc. I do CPB","Exercer o curandeirismo: I - prescrevendo, ministrando ou aplicando, habitualmente, qualquer substância;","Curandeirismo - prescrição, ministração ou aplicação de receita",Tipica,,
342,"Art. 284, Inc. II do CPB","Exercer o curandeirismo: II - usando gestos, palavras ou qualquer outro meio;","Curandeirismo por gestos, palavras ou qualquer outro meio",Tipica,,
343,"Art. 284, Inc. III do CPB",Exercer o curandeirismo: III - fazendo diagnósticos:,Curandeirismo - feitura de diagnósticos,Tipica,,
344,Art. 286 do CPB,"Incitar, publicamente, a prática de crime:",Incitação ao crime,Tipica,,
345,Art. 287 do CPB,"Fazer, publicamente, apologia de fato criminoso ou de autor de crime:",Apologia de crime ou criminoso,Tipica,,
346,Art. 288 - Caput - do CPB,"Associarem-se 3 (três) ou mais pessoas, para o fim específico de cometer crimes:  ",Associação Criminosa,Tipica,,
348,Art. 288 A do CPB,"Constituir, organizar, integrar, manter ou custear organização paramilitar, milícia particular, grupo ou esquadrão com a finalidade de praticar qualquer dos crimes previstos neste Código:   ",Constituição de milícia privada        ,Tipica,,
347,Art. 288 Parágrafo único do CPB,A pena aumenta-se até a metade se a associação é armada ou se houver a participação de criança ou adolescente.  ,Associação Criminosa - Participação de criança ou adolescente,Tipica,,
349,Art. 289 - Caput - do CPB,"Falsificar, fabricando-a ou alterando-a, moeda metálica ou papel-moeda de curso legal no país ou no estrangeiro:","Moeda Falsa ""caput""",Tipica,,
351,"Art. 289, § 2° do CPB","Quem, tendo recebido de boa-fé, como verdadeira, moeda falsa ou alterada, a restitui à circulação, depois de conhecer a falsidade, é punido com detenção, de seis meses a dois anos, e multa.",Moeda Falsa - recebedor de boa-fé restitui à circulação,Tipica,,
352,"Art. 289, § 3°, Inc. I do CPB","É punido com reclusão, de três a quinze anos, e multa, o funcionário público ou diretor, gerente, ou fiscal de banco de emissão que fabrica, emite ou autoriza a fabricação ou emissão: I - de moeda com título ou peso inferior ao determinado em lei;",Moeda Falsa - peso inferior determinado em lei,Tipica,,
353,"Art. 289, § 3°, Inc. II do CPB","É punido com reclusão, de três a quinze anos, e multa, o funcionário público ou diretor, gerente, ou fiscal de banco de emissão que fabrica, emite ou autoriza a fabricação ou emissão: II - de papel-moeda em quantidade superior à autorizada.",Moeda Falsa - papel moeda quantidade superior à autorizada,Tipica,,
355,Art. 290 - Caput - do CPB,"Formar cédula, nota ou bilhete representativo de moeda com fragmentos de cédulas, notas ou bilhetes verdadeiros; suprimir, em nota, cédula ou bilhete recolhidos, para o fim de restituí-los à circulação, sinal indicativo de sua inutilização; restituir à circulação cédula, nota ou bilhete em tais condições, ou já recolhidos para o fim de inutilização:",Crimes assimilados ao de moeda falsa,Tipica,,
356,Art. 290 Parágrafo único do CPB,"O máximo da reclusão é elevado a doze anos e multa, se o crime é cometido por funcionário que trabalha na repartição onde o dinheiro se achava recolhido, ou nela tem fácil ingresso, em razão do cargo. ",Crimes assimilados ao de moeda falsa - Forma qualificada - praticado por funcionário da repartição,Tipica,,
357,Art. 291 do CPB,"Fabricar, adquirir, fornecer, a título oneroso ou gratuito, possuir ou guardar maquinismo, aparelho, instrumento ou qualquer objeto especialmente destinado à falsificação de moeda:",Petrechos para falsificação de moeda,Tipica,,
358,Art. 292 - Caput - do CPB,"Emitir, sem permissão legal, nota, bilhete, ficha, vale ou título que contenha promessa de pagamento em dinheiro ao portador ou a que falte indicação do nome da pessoa a quem deva ser pago:",Emissão de título ao portador sem permissão legal,Tipica,,
359,Art. 292 Parágrafo único do CPB,"Quem recebe ou utiliza como dinheiro qualquer dos documentos referidos neste artigo incorre na pena de detenção, de quinze dias a três meses, ou multa.",Emissão de título ao portador sem permissão legal - Concurso de agentes,Tipica,,
366,"Art. 293, § 1°, Inc. I do CPB","Incorre na mesma pena quem: I - usa, guarda, possui ou detém qualquer dos papéis falsificados a que se refere este artigo; ",Falsificação de papéis públicos - concurso de agentes,Tipica,,
